start_time,open,high,low,close,volume
1641009600000,46811.5,47552.0,46500.0,47209.5,7303.629
1641024000000,47209.5,47351.5,46718.5,46768.5,6017.122
1641038400000,46768.5,47480.0,46768.0,47176.5,6138.677
1641052800000,47176.5,47915.5,47176.0,47334.0,6991.581
1641067200000,47334.0,47845.0,47188.5,47719.5,3602.997
1641081600000,47719.5,47719.5,47280.0,47331.0,3514.138
1641096000000,47331.0,47393.0,46791.5,47171.0,5890.418
1641110400000,47171.0,47552.0,46990.0,47218.5,4603.279
1641124800000,47218.5,47436.5,46990.0,47312.5,7095.163
1641139200000,47312.5,48000.0,46600.0,46906.5,12152.816
1641153600000,46906.5,47477.5,46845.0,47305.0,3517.841
1641168000000,47305.0,47305.5,46710.0,46821.5,4750.638
1641182400000,46821.5,47199.0,46780.0,47050.0,3796.141
1641196800000,47050.0,47422.0,46810.0,47367.0,6231.872
1641211200000,47367.0,47576.5,46535.0,46697.0,10498.205
1641225600000,46697.0,46883.5,46286.0,46400.5,9031.446
1641240000000,46400.5,46581.0,45700.0,46462.0,10512.894
1641254400000,46462.0,46608.0,45950.0,46332.5,6498.118
1641268800000,46332.5,46537.0,46065.5,46512.0,5142.624
1641283200000,46512.0,46747.0,46301.0,46706.0,6353.557
1641297600000,46706.0,47475.0,46423.0,46911.0,13168.083
1641312000000,46911.0,46982.0,45500.0,46052.0,17334.19
1641326400000,46052.0,46420.5,45772.5,45870.0,6032.322
1641340800000,45870.0,46566.5,45755.0,46408.5,4970.835
1641355200000,46408.5,46507.5,46255.0,46398.0,3164.111
1641369600000,46398.0,47060.0,46127.0,46287.0,9725.938
1641384000000,46287.0,46826.5,45910.5,46600.0,16478.367
1641398400000,46600.0,46691.0,44179.5,44665.5,24001.295
1641412800000,44665.5,44843.5,42444.0,43437.0,29996.17
1641427200000,43437.0,43795.0,42807.0,42830.5,10686.417
1641441600000,42830.5,43287.5,42610.0,43230.0,10529.178
1641456000000,43230.0,43238.0,42179.0,42858.5,11615.258
1641470400000,42858.5,43220.0,42652.0,42950.0,10711.804
1641484800000,42950.0,43494.5,42770.0,43406.5,6498.408
1641499200000,43406.5,43549.0,43017.0,43110.5,4373.887
1641513600000,43110.5,43137.0,41500.0,41791.5,15660.42
1641528000000,41791.5,41928.0,40952.5,41707.5,18996.917
1641542400000,41707.5,43260.0,41620.0,42259.0,13006.027
1641556800000,42259.0,42774.0,40517.5,41339.5,26532.807
1641571200000,41339.5,42404.5,40911.0,41763.5,14117.498
1641585600000,41763.5,42043.0,41327.0,41554.5,5019.09
1641600000000,41554.5,42242.0,41554.5,41800.5,6088.392
1641614400000,41800.5,41973.5,41753.5,41915.5,3368.961
1641628800000,41915.5,42150.0,41741.0,41943.5,6195.746
1641643200000,41943.5,42100.0,41358.0,41609.5,8609.122
1641657600000,41609.5,41715.0,40550.0,40871.5,19682.967
1641672000000,40871.5,42302.0,40770.5,41691.0,12152.051
1641686400000,41691.0,42136.0,41420.0,41845.0,7290.54
1641700800000,41845.0,42077.0,41700.0,41810.5,4053.614
1641715200000,41810.5,42000.0,41434.5,41844.0,7213.244
1641729600000,41844.0,41908.5,41076.0,41632.0,8315.687
1641744000000,41632.0,42744.0,41576.0,42683.0,10763.543
1641758400000,42683.0,42771.0,41777.0,41856.0,6400.61
1641772800000,41856.0,42030.0,41604.0,41940.0,6312.989
1641787200000,41940.0,42200.0,41831.0,42019.5,5526.503
1641801600000,42019.5,42070.0,41483.5,41567.5,7770.335
1641816000000,41567.5,41614.5,39655.0,40986.0,40246.919
1641830400000,40986.0,42121.5,40559.5,41272.0,26777.868
1641844800000,41272.0,41972.0,41161.5,41809.0,6276.984
1641859200000,41809.0,42341.0,41554.0,42234.0,7210.97
1641873600000,42234.0,42380.0,41975.0,42178.0,6143.501
1641888000000,42178.0,42700.0,41589.0,41821.5,10784.347
1641902400000,41821.5,42170.0,41279.0,41732.5,14122.078
1641916800000,41732.5,43163.0,41687.5,42939.5,21383.43
1641931200000,42939.5,43055.0,42600.5,42701.5,4450.174
1641945600000,42701.5,42938.5,42360.0,42591.5,5125.959
1641960000000,42591.5,42830.0,42463.0,42554.0,4124.162
1641974400000,42554.0,43407.0,42490.0,42897.5,11319.57
1641988800000,42897.5,44209.0,42850.0,43547.5,20131.904
1642003200000,43547.5,43857.5,43299.0,43730.0,6731.652
