start_time,open,high,low,close,volume
1640995200000,46200.5,48000.0,32906.0,38440.0,2188129.405
1643673600000,38440.0,45924.5,34242.5,43150.5,2331122.423
1646092800000,43150.5,48185.0,37139.0,45511.0,2582617.979
1648771200000,45511.0,47493.0,37558.5,37611.5,2532055.447
1651363200000,37611.5,40058.5,26536.0,31781.0,4569085.275
1654041600000,31781.0,31982.5,17600.0,19925.5,6868858.074
1656633600000,19925.5,24695.0,18777.0,23290.5,6504642.844
1659312000000,23290.5,25199.0,19511.0,20050.5,4951994.148
1661990400000,20050.5,22794.0,18100.0,19409.5,6336013.772
1664582400000,19409.5,21100.0,18071.0,20480.0,4721744.151
1667260800000,20480.0,21470.0,15440.0,17146.5,5227418.53
1669852800000,17146.5,18379.0,16203.0,16549.5,2788843.113
1672531200000,16549.5,23966.0,16511.0,23130.0,4412129.783
1675209600000,23130.0,25296.1,21327.5,23129.9,4236509.718
1677628800000,23129.9,29197.2,19535.0,28452.1,6650152.551
1680307200000,28452.1,31061.7,26933.0,29217.0,4406415.695
1682899200000,29217.0,29833.0,25764.0,27199.0,3801414.641
1685577600000,27199.0,31444.0,24779.5,30465.5,4160898.182
1688169600000,30465.5,31843.9,28851.0,29224.4,2645031.718
1690848000000,29224.4,30265.8,24200.9,25924.1,3316979.346
1693526400000,25924.1,27484.9,24853.4,26953.5,2857762.706
1696118400000,26953.5,36743.5,26523.0,34667.1,4148320.547
1698796800000,34667.1,38600.1,34058.0,37727.4,3952833.965
1701388800000,37727.4,44777.0,37612.8,42324.8,3907124.24
1704067200000,42324.8,49054.4,38531.5,42552.7,4598753.181
1706745600000,42552.7,64496.7,41843.5,61184.1,3883973.999
1709251200000,61184.1,73949.0,59111.0,71378.0,4857543.812
1711929600000,71378.0,72854.5,59132.0,60655.9,4045929.742
1714521600000,60655.9,72061.7,56505.0,67555.8,3072532.117
1717200000000,67555.8,72169.0,58320.0,62749.5,2437937.94
1719792000000,62749.5,70136.9,53314.3,64615.9,3800547.169
1722470400000,64615.9,65634.3,48914.1,58944.4,4584093.397
1725148800000,58944.4,66520.0,52500.2,63276.8,3536431.004
1727740800000,63276.8,73681.8,58900.0,70332.3,3871318.081
1730419200000,70332.3,99690.0,66808.0,96484.0,4512819.643
1733011200000,96484.0,108421.6,90530.0,93530.0,3504901.21
1735689600000,93530.0,109951.7,89100.0,102377.6,3277917.889
1738368000000,102377.6,102735.0,78210.5,84307.6,2693585.631
1740787200000,84307.6,95058.7,76545.0,82504.4,3371003.394
1743465600000,82504.4,88560.1,74456.2,85520.2,2022606.637
