start_time,open,high,low,close,volume
1640995200000,46216.93,46949.99,46208.37,46778.14,2447.14634
1641002400000,46778.14,46928.94,46721.96,46813.2,1048.05831
1641009600000,46813.21,47555.55,46591.23,47192.55,2262.62031
1641016800000,47192.56,47324.42,46864.84,47194.73,1260.17857
1641024000000,47194.73,47344.69,46933.58,47143.98,1073.77258
1641031200000,47143.98,47298.75,46715.39,46758.87,1655.90553
1641038400000,46758.87,47199.67,46756.3,47023.24,1036.29421
1641045600000,47023.24,47491.14,46850.18,47219.04,2019.61525
1641052800000,47219.04,47954.63,47186.07,47754.48,2370.24496
1641060000000,47754.47,47844.97,47292.72,47329.78,1691.43185
1641067200000,47329.79,47573.05,47250.18,47319.67,1526.42719
1641074400000,47319.66,47814.0,47222.22,47722.65,1212.76815
1641081600000,47722.66,47750.0,47315.38,47377.97,1548.26177
1641088800000,47377.97,47467.11,47269.47,47329.47,839.64547
1641096000000,47329.47,47415.73,46770.23,47081.28,1945.89197
1641103200000,47081.28,47300.0,47011.24,47173.45,1072.5763
1641110400000,47173.44,47499.45,46970.05,47273.24,1370.72971
1641117600000,47273.23,47400.0,47140.3,47235.5,749.11894
1641124800000,47238.89,47447.0,47013.5,47137.35,1378.49894
1641132000000,47137.35,47390.0,47020.0,47340.47,1401.8298
1641139200000,47340.47,47990.0,47273.64,47401.14,2808.16187
1641146400000,47401.14,47401.14,46654.0,46907.68,2789.72406
1641153600000,46907.67,47187.98,46815.17,47018.03,1002.81825
1641160800000,47017.98,47469.34,47014.84,47286.18,1433.20332
1641168000000,47286.18,47289.11,46950.0,47116.71,1362.17374
1641175200000,47116.22,47116.71,46722.39,46793.26,1632.14568
1641182400000,46793.27,47211.09,46750.0,47078.64,1607.12048
1641189600000,47078.64,47100.0,46852.38,47051.37,1231.85655
1641196800000,47051.36,47135.97,46778.0,46984.55,1671.71231
1641204000000,46984.56,47431.67,46981.84,47378.0,2590.67842
1641211200000,47378.0,47570.0,47127.51,47153.5,1997.47328
1641218400000,47153.5,47285.39,46575.25,46693.45,3466.24723
1641225600000,46693.44,46790.0,46263.29,46577.15,4537.50529
1641232800000,46577.16,46740.96,46360.0,46360.01,1323.9566
1641240000000,46360.01,46413.47,45696.0,45979.01,4183.17128
1641247200000,45979.01,46576.94,45961.59,46446.1,2058.03624
