start_time,open,high,low,close,volume
1641168000000,47286.18,47570.0,40501.0,41864.62,264331.61587
1641772800000,41864.62,44500.0,39650.0,43071.66,232059.06969
1642377600000,43071.66,43505.0,34008.0,36244.55,354513.98432
1642982400000,36244.55,38919.98,32917.17,37881.76,353702.626391
1643587200000,37881.75,42656.0,36250.0,42380.87,258946.95322
1644192000000,42380.87,45821.0,41645.85,42053.66,301990.47877
1644796800000,42053.65,44751.4,38000.0,38386.89,243150.46162
1645401600000,38386.89,40348.45,34322.28,37699.07,412335.93267
1646006400000,37699.08,45400.0,37450.17,38420.81,376417.0783
1646611200000,38420.8,42594.06,37155.0,37777.34,374777.65361
1647216000000,37777.35,42400.0,37555.0,41262.11,323399.671
1647820800000,41262.11,46999.0,40467.94,46827.76,315436.15044
1648425600000,46827.76,48189.84,44200.0,46407.35,312053.15964
1649030400000,46407.36,47200.0,41868.0,42158.85,268118.29111
1649635200000,42158.85,42414.71,39200.0,39678.12,259281.0487
1650240000000,39678.11,42976.0,38536.51,39450.13,283885.03637
1650844800000,39450.12,40797.31,37386.38,38468.35,368444.26814
1651449600000,38468.35,40023.77,33713.95,34038.4,419979.5829
1652054400000,34038.39,34243.15,26700.0,31328.89,964223.849274
1652659200000,31328.89,31328.9,28654.47,30293.94,375096.22376
1653264000000,30293.93,30670.51,28019.56,29468.1,430508.71991
1653868800000,29468.1,32399.0,29282.36,29919.21,422401.40352
1654473600000,29919.2,31765.64,26560.0,26574.53,528925.487959
1655078400000,26574.53,26895.84,17622.0,20574.0,1153717.637537
1655683200000,20574.0,21888.0,19637.03,21038.07,570801.23178
1656288000000,21038.08,21539.85,18626.0,19315.83,508544.1397
1656892800000,19315.83,22527.37,19055.31,20862.47,1111996.98071
1657497600000,20861.11,21684.54,18910.94,20798.16,1043685.76303
1658102400000,20799.58,24276.74,20762.45,22579.68,1336219.23609
1658707200000,22577.13,24668.0,20706.5,23293.32,1282264.24492
1659312000000,23296.36,23647.68,22400.0,23174.39,951140.43388
1659916800000,23174.39,25047.56,22664.69,24305.24,1251083.26468
1660521600000,24305.25,25211.32,20761.9,21515.61,1402957.39876
1661126400000,21516.7,21900.0,19520.0,19555.61,1343190.86
1661731200000,19555.61,20576.25,19540.0,20000.3,1527594.84529
1662336000000,20000.3,21860.0,18510.77,21826.87,2146685.76233
1662940800000,21826.87,22799.0,19320.01,19416.18,2218565.59694
